match_id,city,venue,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,season,month,day,match_result_type,toss_match_win,day_type
582,Ahmedabad,Narendra Modi Stadium,2025-05-22,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,Lucknow Super Giants,Mr Marsh,2025,5,22,Normal,No,Weekday
583,Lucknow,Ekana Cricket Stadium,2025-05-23,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Sunrisers Hyderabad,Ishan Kishan,2025,5,23,Normal,No,Weekday
584,Ahmedabad,Narendra Modi Stadium,2025-05-25,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,Bat,Chennai Super Kings,D Brevis,2025,5,25,Normal,Yes,Weekend
585,Delhi,Arun Jaitley Stadium,2025-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,H Klaasen,2025,5,25,Normal,Yes,Weekend
586,Jaipur,Sawai Mansingh Stadium,2025-05-26,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Punjab Kings,Jp Inglis,2025,5,26,Normal,Yes,Weekday
587,Lucknow,Ekana Cricket Stadium,2025-05-27,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Jm Sharma,2025,5,27,Normal,Yes,Weekday
588,New Chandigarh,Mullanpur International Cricket Stadium,2025-05-29,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Suyash Sharma,2025,5,29,Normal,Yes,Weekday
589,New Chandigarh,Mullanpur International Cricket Stadium,2025-05-30,Mumbai Indians,Gujarat Titans,Mumbai Indians,Bat,Mumbai Indians,Rg Sharma,2025,5,30,Normal,Yes,Weekday
590,Ahmedabad,Narendra Modi Stadium,2025-06-01,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Punjab Kings,Ss Iyer,2025,6,1,Normal,Yes,Weekend
591,Ahmedabad,Narendra Modi Stadium,2025-06-03,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Royal Challengers Bengaluru,Kh Pandya,2025,6,3,Normal,No,Weekday
592,Jaipur,Sawai Mansingh Stadium,2025-05-24,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Sameer Rizvi,2025,5,24,Normal,Yes,Weekend
593,Bengaluru,M Chinnaswamy Stadium,2008-04-18,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,Bb Mccullum,2008,4,18,Normal,No,Weekday
594,Mohali,PCA Stadium,2008-04-19,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Bat,Chennai Super Kings,Mek Hussey,2008,4,19,Normal,Yes,Weekend
595,Delhi,Arun Jaitley Stadium,2008-04-19,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Bat,Delhi Capitals,Mf Maharoof,2008,4,19,Normal,No,Weekend
596,Mumbai,Wankhede Stadium,2008-04-20,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Bat,Royal Challengers Bengaluru,Mv Boucher,2008,4,20,Normal,No,Weekend
597,Kolkata,Eden Gardens,2008-04-20,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Bat,Kolkata Knight Riders,Dj Hussey,2008,4,20,Normal,No,Weekend
598,Jaipur,Sawai Mansingh Stadium,2008-04-21,Rajasthan Royals,Punjab Kings,Punjab Kings,Bat,Rajasthan Royals,Sr Watson,2008,4,21,Normal,No,Weekday
599,Hyderabad,RGI Stadium,2008-04-22,Deccan Chargers,Delhi Capitals,Deccan Chargers,Bat,Delhi Capitals,V Sehwag,2008,4,22,Normal,No,Weekday
600,Chennai,MA Chidambaram Stadium,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Chennai Super Kings,Ml Hayden,2008,4,23,Normal,No,Weekday
601,Hyderabad,RGI Stadium,2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Yk Pathan,2008,4,24,Normal,Yes,Weekday
602,Mohali,PCA Stadium,2008-04-25,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Punjab Kings,Kc Sangakkara,2008,4,25,Normal,No,Weekday
603,Bengaluru,M Chinnaswamy Stadium,2008-04-26,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Sr Watson,2008,4,26,Normal,Yes,Weekend
604,Chennai,MA Chidambaram Stadium,2008-04-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Chennai Super Kings,Jdp Oram,2008,4,26,Normal,No,Weekend
605,Navi Mumbai,Dr DY Patil Sports Academy,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,Ac Gilchrist,2008,4,27,Normal,Yes,Weekend
606,Mohali,PCA Stadium,2008-04-27,Punjab Kings,Delhi Capitals,Delhi Capitals,Bat,Punjab Kings,Sm Katich,2008,4,27,Normal,No,Weekend
607,Bengaluru,M Chinnaswamy Stadium,2008-04-28,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Bat,Chennai Super Kings,Ms Dhoni,2008,4,28,Normal,Yes,Weekday
608,Kolkata,Eden Gardens,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Mumbai Indians,St Jayasuriya,2008,4,29,Normal,No,Weekday
609,Delhi,Arun Jaitley Stadium,2008-04-30,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Delhi Capitals,Gd Mcgrath,2008,4,30,Normal,No,Weekday
610,Hyderabad,RGI Stadium,2008-05-01,Deccan Chargers,Punjab Kings,Punjab Kings,Field,Punjab Kings,Se Marsh,2008,5,1,Normal,Yes,Weekday
611,Jaipur,Sawai Mansingh Stadium,2008-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Rajasthan Royals,Sa Asnodkar,2008,5,1,Normal,Yes,Weekday
612,Chennai,MA Chidambaram Stadium,2008-05-02,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Delhi Capitals,V Sehwag,2008,5,2,Normal,No,Weekday
613,Hyderabad,RGI Stadium,2008-05-25,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,Bat,Royal Challengers Bengaluru,R Vinay Kumar,2008,5,25,Normal,No,Weekend
614,Mohali,PCA Stadium,2008-05-03,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Bat,Punjab Kings,Ik Pathan,2008,5,3,Normal,Yes,Weekend
615,Navi Mumbai,Dr DY Patil Sports Academy,2008-05-04,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Mumbai Indians,Sm Pollock,2008,5,4,Normal,No,Weekend
616,Jaipur,Sawai Mansingh Stadium,2008-05-04,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Bat,Rajasthan Royals,Sohail Tanvir,2008,5,4,Normal,No,Weekend
617,Bengaluru,M Chinnaswamy Stadium,2008-05-05,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Punjab Kings,S Sreesanth,2008,5,5,Normal,Yes,Weekday
618,Chennai,MA Chidambaram Stadium,2008-05-06,Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,Ac Gilchrist,2008,5,6,Normal,Yes,Weekday
619,Navi Mumbai,Dr DY Patil Sports Academy,2008-05-07,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Field,Mumbai Indians,A Nehra,2008,5,7,Normal,Yes,Weekday
620,Delhi,Arun Jaitley Stadium,2008-05-08,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ms Dhoni,2008,5,8,Normal,Yes,Weekday
621,Kolkata,Eden Gardens,2008-05-08,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Sc Ganguly,2008,5,8,Normal,Yes,Weekday
622,Jaipur,Sawai Mansingh Stadium,2008-05-09,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Field,Rajasthan Royals,Yk Pathan,2008,5,9,Normal,Yes,Weekday
623,Bengaluru,M Chinnaswamy Stadium,2008-05-28,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Crd Fernando,2008,5,28,Normal,Yes,Weekday
624,Chennai,MA Chidambaram Stadium,2008-05-10,Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Chennai Super Kings,L Balaji,2008,5,10,Normal,No,Weekend
625,Hyderabad,RGI Stadium,2008-05-11,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Sc Ganguly,2008,5,11,Normal,Yes,Weekend
626,Jaipur,Sawai Mansingh Stadium,2008-05-11,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Field,Rajasthan Royals,Sr Watson,2008,5,11,Normal,Yes,Weekend
627,Mohali,PCA Stadium,2008-05-12,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bat,Punjab Kings,Se Marsh,2008,5,12,Normal,No,Weekday
628,Kolkata,Eden Gardens,2008-05-13,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Shoaib Akhtar,2008,5,13,Normal,Yes,Weekday
629,Mumbai,Wankhede Stadium,2008-05-14,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Field,Mumbai Indians,St Jayasuriya,2008,5,14,Normal,Yes,Weekday
630,Mohali,PCA Stadium,2008-05-28,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Punjab Kings,Se Marsh,2008,5,28,Normal,No,Weekday
631,Delhi,Arun Jaitley Stadium,2008-05-15,Delhi Capitals,Deccan Chargers,Deccan Chargers,Field,Delhi Capitals,A Mishra,2008,5,15,Normal,No,Weekday
632,Mumbai,Wankhede Stadium,2008-05-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Field,Mumbai Indians,Sm Pollock,2008,5,16,Normal,Yes,Weekday
633,Delhi,Arun Jaitley Stadium,2008-05-17,Delhi Capitals,Punjab Kings,Delhi Capitals,Bat,Punjab Kings,Dpmd Jayawardene,2008,5,17,Normal,No,Weekend
634,Jaipur,Sawai Mansingh Stadium,2008-05-17,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Rajasthan Royals,Gc Smith,2008,5,17,Normal,No,Weekend
635,Hyderabad,RGI Stadium,2008-05-18,Deccan Chargers,Mumbai Indians,Deccan Chargers,Field,Mumbai Indians,Dj Bravo,2008,5,18,Normal,No,Weekend
636,Kolkata,Eden Gardens,2008-05-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Chennai Super Kings,M Ntini,2008,5,18,Normal,No,Weekend
637,Bengaluru,M Chinnaswamy Stadium,2008-05-19,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Sp Goswami,2008,5,19,Normal,Yes,Weekday
638,Kolkata,Eden Gardens,2008-05-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Yk Pathan,2008,5,20,Normal,Yes,Weekday
639,Mumbai,Wankhede Stadium,2008-05-21,Mumbai Indians,Punjab Kings,Mumbai Indians,Field,Punjab Kings,Se Marsh,2008,5,21,Normal,No,Weekday
640,Chennai,MA Chidambaram Stadium,2008-05-21,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,A Kumble,2008,5,21,Normal,Yes,Weekday
641,Mohali,PCA Stadium,2008-05-23,Punjab Kings,Deccan Chargers,Punjab Kings,Field,Punjab Kings,Se Marsh,2008,5,23,Normal,Yes,Weekday
642,Delhi,Arun Jaitley Stadium,2008-05-24,Delhi Capitals,Mumbai Indians,Delhi Capitals,Field,Delhi Capitals,Kd Karthik,2008,5,24,Normal,Yes,Weekend
643,Chennai,MA Chidambaram Stadium,2008-05-24,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bat,Rajasthan Royals,Ja Morkel,2008,5,24,Normal,Yes,Weekend
644,Bengaluru,M Chinnaswamy Stadium,2008-05-03,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,Field,Royal Challengers Bengaluru,P Kumar,2008,5,3,Normal,No,Weekend
645,Kolkata,Eden Gardens,2008-05-25,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Bat,Kolkata Knight Riders,Umar Gul,2008,5,25,Normal,No,Weekend
646,Jaipur,Sawai Mansingh Stadium,2008-05-26,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Field,Rajasthan Royals,Sohail Tanvir,2008,5,26,Normal,Yes,Weekday
647,Hyderabad,RGI Stadium,2008-05-27,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Bat,Chennai Super Kings,Sk Raina,2008,5,27,Normal,No,Weekday
648,Mumbai,Wankhede Stadium,2008-05-30,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Field,Rajasthan Royals,Sr Watson,2008,5,30,Normal,No,Weekday
649,Mumbai,Wankhede Stadium,2008-05-31,Chennai Super Kings,Punjab Kings,Punjab Kings,Bat,Chennai Super Kings,M Ntini,2008,5,31,Normal,No,Weekend
650,Navi Mumbai,Dr DY Patil Sports Academy,2008-06-01,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Yk Pathan,2008,6,1,Normal,Yes,Weekend
651,Cape Town,Newlands Cricket Ground,2009-04-18,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Field,Mumbai Indians,Sr Tendulkar,2009,4,18,Normal,No,Weekend
652,Cape Town,Newlands Cricket Ground,2009-04-18,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,R Dravid,2009,4,18,Normal,Yes,Weekend
653,Cape Town,Newlands Cricket Ground,2009-04-19,Delhi Capitals,Punjab Kings,Delhi Capitals,Field,Delhi Capitals,Dl Vettori,2009,4,19,Normal,Yes,Weekend
654,Cape Town,Newlands Cricket Ground,2009-04-19,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Deccan Chargers,Rp Singh,2009,4,19,Normal,No,Weekend
655,Port Elizabeth,St George'S Park,2009-04-20,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Bat,Chennai Super Kings,M Muralitharan,2009,4,20,Normal,Yes,Weekday
656,Durban,Kingsmead,2009-04-21,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ch Gayle,2009,4,21,Normal,Yes,Weekday
657,Cape Town,Newlands Cricket Ground,2009-04-22,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,Bat,Deccan Chargers,Ac Gilchrist,2009,4,22,Normal,Yes,Weekday
658,Durban,Kingsmead,2009-04-23,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Bat,Delhi Capitals,Ab De Villiers,2009,4,23,Normal,Yes,Weekday
659,Cape Town,Newlands Cricket Ground,2009-04-23,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Field,No Result,Yk Pathan,2009,4,23,No Result,No,Weekday
660,Durban,Kingsmead,2009-04-24,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Bat,Punjab Kings,Rs Bopara,2009,4,24,Normal,No,Weekday
661,Durban,Kingsmead,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Deccan Chargers,Pp Ojha,2009,4,25,Normal,Yes,Weekend
662,Port Elizabeth,St George'S Park,2009-04-26,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Bat,Delhi Capitals,Tm Dilshan,2009,4,26,Normal,No,Weekend
663,Cape Town,Newlands Cricket Ground,2009-04-26,Punjab Kings,Rajasthan Royals,Punjab Kings,Bat,Punjab Kings,Kc Sangakkara,2009,4,26,Normal,Yes,Weekend
664,Durban,Kingsmead,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,Hh Gibbs,2009,4,27,Normal,Yes,Weekday
665,Port Elizabeth,St George'S Park,2009-04-27,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Sr Tendulkar,2009,4,27,Normal,Yes,Weekday
666,Centurion,SuperSport Park,2009-04-28,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Rajasthan Royals,Yk Pathan,2009,4,28,Normal,No,Weekday
667,Durban,Kingsmead,2009-04-29,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Royal Challengers Bengaluru,Mv Boucher,2009,4,29,Normal,No,Weekday
668,Durban,Kingsmead,2009-04-29,Punjab Kings,Mumbai Indians,Punjab Kings,Bat,Punjab Kings,Kc Sangakkara,2009,4,29,Normal,Yes,Weekday
669,Centurion,SuperSport Park,2009-04-30,Deccan Chargers,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Dp Nannes,2009,4,30,Normal,Yes,Weekday
670,Centurion,SuperSport Park,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Chennai Super Kings,Sk Raina,2009,4,30,Normal,No,Weekday
671,East London,Buffalo Park,2009-05-01,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Jp Duminy,2009,5,1,Normal,Yes,Weekday
672,Durban,Kingsmead,2009-05-01,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Yuvraj Singh,2009,5,1,Normal,Yes,Weekday
673,Port Elizabeth,St George'S Park,2009-05-02,Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Rajasthan Royals,Yk Pathan,2009,5,2,Normal,No,Weekend
674,Johannesburg,Wanderers Stadium,2009-05-02,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Chennai Super Kings,Sb Jakati,2009,5,2,Normal,No,Weekend
675,Port Elizabeth,St George'S Park,2009-05-03,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Punjab Kings,Dpmd Jayawardene,2009,5,3,Normal,No,Weekend
676,Johannesburg,Wanderers Stadium,2009-05-03,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Bat,Royal Challengers Bengaluru,Jh Kallis,2009,5,3,Normal,No,Weekend
677,East London,Buffalo Park,2009-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Chennai Super Kings,Ms Dhoni,2009,5,4,Normal,Yes,Weekday
678,Durban,Kingsmead,2009-05-05,Punjab Kings,Rajasthan Royals,Punjab Kings,Field,Rajasthan Royals,Gc Smith,2009,5,5,Normal,No,Weekday
679,Durban,Kingsmead,2009-05-05,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Delhi Capitals,G Gambhir,2009,5,5,Normal,No,Weekday
680,Centurion,SuperSport Park,2009-05-06,Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Deccan Chargers,Rg Sharma,2009,5,6,Normal,Yes,Weekday
681,Centurion,SuperSport Park,2009-05-07,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,A Singh,2009,5,7,Normal,Yes,Weekday
682,Centurion,SuperSport Park,2009-05-07,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bat,Chennai Super Kings,Ml Hayden,2009,5,7,Normal,Yes,Weekday
683,East London,Buffalo Park,2009-05-08,Delhi Capitals,Mumbai Indians,Mumbai Indians,Bat,Delhi Capitals,A Nehra,2009,5,8,Normal,No,Weekday
684,Kimberley,De Beers Diamond Oval,2009-05-09,Deccan Chargers,Punjab Kings,Punjab Kings,Field,Punjab Kings,Dpmd Jayawardene,2009,5,9,Normal,Yes,Weekend
685,Kimberley,De Beers Diamond Oval,2009-05-09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bat,Chennai Super Kings,S Badrinath,2009,5,9,Normal,No,Weekend
686,Port Elizabeth,St George'S Park,2009-05-10,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Jp Duminy,2009,5,10,Normal,Yes,Weekend
687,Johannesburg,Wanderers Stadium,2009-05-10,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Field,Delhi Capitals,A Mishra,2009,5,10,Normal,Yes,Weekend
688,Kimberley,De Beers Diamond Oval,2009-05-11,Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Deccan Chargers,Dr Smith,2009,5,11,Normal,Yes,Weekday
689,Centurion,SuperSport Park,2009-05-12,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Lrpl Taylor,2009,5,12,Normal,Yes,Weekday
690,Centurion,SuperSport Park,2009-05-12,Punjab Kings,Mumbai Indians,Punjab Kings,Bat,Mumbai Indians,Harbhajan Singh,2009,5,12,Normal,No,Weekday
691,Durban,Kingsmead,2009-05-13,Deccan Chargers,Delhi Capitals,Deccan Chargers,Field,Delhi Capitals,R Bhatia,2009,5,13,Normal,No,Weekday
692,Durban,Kingsmead,2009-05-14,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Bat,Royal Challengers Bengaluru,Lrpl Taylor,2009,5,14,Normal,No,Weekday
693,Durban,Kingsmead,2009-05-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Bat,Rajasthan Royals,Sk Warne,2009,5,14,Normal,Yes,Weekday
694,Bloemfontein,OUTsurance Oval,2009-05-15,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Punjab Kings,B Lee,2009,5,15,Normal,Yes,Weekday
695,Port Elizabeth,St George'S Park,2009-05-16,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Bat,Chennai Super Kings,Ml Hayden,2009,5,16,Normal,No,Weekend
696,Johannesburg,Wanderers Stadium,2009-05-16,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,Field,Deccan Chargers,Rg Sharma,2009,5,16,Normal,Yes,Weekend
697,Johannesburg,Wanderers Stadium,2009-05-17,Deccan Chargers,Punjab Kings,Deccan Chargers,Field,Punjab Kings,Yuvraj Singh,2009,5,17,Normal,No,Weekend
698,Bloemfontein,OUTsurance Oval,2009-05-17,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Delhi Capitals,Ab De Villiers,2009,5,17,Normal,Yes,Weekend
699,Centurion,SuperSport Park,2009-05-18,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Kolkata Knight Riders,Bj Hodge,2009,5,18,Normal,No,Weekday
700,Johannesburg,Wanderers Stadium,2009-05-19,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Bat,Royal Challengers Bengaluru,Jh Kallis,2009,5,19,Normal,No,Weekday
701,Durban,Kingsmead,2009-05-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Field,Kolkata Knight Riders,Lr Shukla,2009,5,20,Normal,Yes,Weekday
702,Durban,Kingsmead,2009-05-20,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bat,Chennai Super Kings,M Muralitharan,2009,5,20,Normal,Yes,Weekday
703,Centurion,SuperSport Park,2009-05-21,Delhi Capitals,Mumbai Indians,Delhi Capitals,Field,Delhi Capitals,V Sehwag,2009,5,21,Normal,Yes,Weekday
704,Centurion,SuperSport Park,2009-05-21,Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Mk Pandey,2009,5,21,Normal,Yes,Weekday
705,Centurion,SuperSport Park,2009-05-22,Delhi Capitals,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,Ac Gilchrist,2009,5,22,Normal,Yes,Weekday
706,Johannesburg,Wanderers Stadium,2009-05-23,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Mk Pandey,2009,5,23,Normal,Yes,Weekend
707,Johannesburg,Wanderers Stadium,2009-05-24,Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bengaluru,Field,Deccan Chargers,A Kumble,2009,5,24,Normal,No,Weekend
708,Navi Mumbai,Dr DY Patil Sports Academy,2010-03-12,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,Field,Kolkata Knight Riders,Ad Mathews,2010,3,12,Normal,No,Weekday
709,Mumbai,Brabourne Stadium,2010-03-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Mumbai Indians,Yk Pathan,2010,3,13,Normal,Yes,Weekend
710,Mohali,PCA Stadium,2010-03-13,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,G Gambhir,2010,3,13,Normal,Yes,Weekend
711,Kolkata,Eden Gardens,2010-03-14,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Field,Kolkata Knight Riders,Mk Tiwary,2010,3,14,Normal,Yes,Weekend
712,Chennai,MA Chidambaram Stadium,2010-03-14,Chennai Super Kings,Deccan Chargers,Deccan Chargers,Bat,Deccan Chargers,Wpujc Vaas,2010,3,14,Normal,Yes,Weekend
713,Ahmedabad,Narendra Modi Stadium,2010-03-15,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,V Sehwag,2010,3,15,Normal,Yes,Weekday
714,Bengaluru,M Chinnaswamy Stadium,2010-03-16,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Bat,Royal Challengers Bengaluru,Jh Kallis,2010,3,16,Normal,No,Weekday
715,Kolkata,Eden Gardens,2010-03-16,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Bat,Chennai Super Kings,Ms Dhoni,2010,3,16,Normal,Yes,Weekday
716,Delhi,Arun Jaitley Stadium,2010-03-17,Delhi Capitals,Mumbai Indians,Delhi Capitals,Field,Mumbai Indians,Sr Tendulkar,2010,3,17,Normal,No,Weekday
717,Bengaluru,M Chinnaswamy Stadium,2010-03-18,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Jh Kallis,2010,3,18,Normal,Yes,Weekday
718,Delhi,Arun Jaitley Stadium,2010-03-19,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bat,Chennai Super Kings,Ml Hayden,2010,3,19,Normal,No,Weekday
719,Cuttack,Barabati Stadium,2010-03-19,Deccan Chargers,Punjab Kings,Punjab Kings,Field,Deccan Chargers,A Symonds,2010,3,19,Normal,No,Weekday
720,Ahmedabad,Narendra Modi Stadium,2010-03-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Rajasthan Royals,Aa Jhunjhunwala,2010,3,20,Normal,Yes,Weekend
721,Mumbai,Brabourne Stadium,2010-03-20,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Bat,Royal Challengers Bengaluru,Jh Kallis,2010,3,20,Normal,No,Weekend
722,Cuttack,Barabati Stadium,2010-03-21,Deccan Chargers,Delhi Capitals,Deccan Chargers,Bat,Deccan Chargers,A Symonds,2010,3,21,Normal,Yes,Weekend
723,Chennai,MA Chidambaram Stadium,2010-03-21,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Field,No Result,J Theron,2010,3,21,No Result,No,Weekend
724,Mumbai,Brabourne Stadium,2010-03-22,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Mumbai Indians,Sr Tendulkar,2010,3,22,Normal,No,Weekday
725,Bengaluru,M Chinnaswamy Stadium,2010-03-23,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Royal Challengers Bengaluru,Rv Uthappa,2010,3,23,Normal,No,Weekday
